229962181|0
242557874|0
499951733|0
912445849|8
1035021852|0
1063144892|0
1246876828|39
1391704275|0
1392530214|5
1402957771|25
1529249489|0
1622842195|0
1779848045|0
1791355024|19
1875689118|0
2152982518|0
2276207002|1
2316224694|0
2393812096|0
2395725617|13
2406958941|0
2441737400|0
2458097170|31
2658427307|0
2836792693|0
2946415304|38
2953867517|0
2954255560|0
2956340989|0
3134836533|3
3141906702|30
3179279832|0
3273119914|0
3307894137|0
3327895451|0
3387357906|0
3492532016|0
3391862584|0
8255053|0
38500632|0
450988468|0
485184047|22
614392474|0
792525392|0
908622341|0
923555301|0
1058550506|0
1228682143|0
1265531958|0
1420924427|0
1619653921|0
1778699091|0
1801452714|0
1945471892|0
2198047522|0
2511605721|0
2530870212|0
2795828459|0
2876613787|1
2913245886|0
2963459883|0
3141710150|0
3217757097|0
3224204595|2
3241250836|0
3258688510|0
3375264559|0
161232962|0
478310678|0
744197991|0
851395252|3
877761382|0
924842250|1
1016213438|0
1165288802|0
1204872220|25
1352647296|3
1359234940|14
1416410209|0
1482068347|0
1611216717|0
1787534946|2
1837034140|0
1876624925|0
2198594788|11
2497166515|0
2508204216|10
2538884068|2
2543316854|6
2630233216|0
2795083953|13
2798853985|0
2810829890|0
3040907512|0
3104568807|0
3124414239|0
3148142170|0
3343857573|11
3401726865|8
3473438338|0
3405637452|7
1187626443|0
161795959|0
437092783|0
488088187|0
546115696|0
563378405|0
565215372|0
570319879|0
578153786|0
625511489|0
715160635|0
798747208|0
835836191|0
846535992|0
976350446|0
980561536|0
1012368773|0
1027980409|0
1045188331|0
1101839859|0
1123386085|0
1131154088|0
1187934311|0
1290337473|0
1292700826|0
1318000868|0
1326895057|0
1353717552|0
1376029002|0
1397441909|0
1415055763|0
1420035683|0
1448913434|0
1469289449|0
1492036720|0
1564229798|0
1570175740|0
1574599268|0
1580012982|0
1604214176|0
1611074159|0
1649590293|0
1653368588|0
1654117107|0
1694095529|0
1712982249|6
1766524181|1
1790907260|0
1829439159|0
1841093373|0
1842276413|0
1846602491|0
1903518149|0
1904164092|0
2014107198|0
2045295049|0
2050522602|0
2050640359|0
2099731035|0
2124026589|0
2127662795|0
2300741431|0
2370538980|0
2410944920|0
2435907272|0
2437240150|1
2450275515|0
2467058722|0
2470717569|0
2510538639|0
2529542509|0
2536270173|0
2536372645|0
2548132939|0
2592998929|0
2597745062|0
2631729857|0
2663385640|0
2674610176|0
2685449166|0
2721445669|0
2786607447|0
2814302312|0
2834778785|2
2849754415|1
2873832196|0
2943371737|0
2963364344|0
2970105246|0
2981348092|0
2992566521|0
3077184989|0
3096863398|0
3108057485|0
3150926744|0
3164897714|0
3168412790|0
3246957200|0
3307401196|0
3307722373|0
3335046805|0
3340375933|1
3435952369|0
3517389596|0
3520569427|0
3592057127|0
3603953982|0
3611084905|0
3169832261|0
951218727|0
1193698315|0
2955785615|0
1245046532|0
2644640616|6
3137029792|0
1276167134|0
1494763733|0
2153958214|0
2574734245|0
2721482852|0
2413063471|0
2456486585|0
2919187384|2
3087015083|0
2942144632|1
3591677401|0
1242705207|0
1351731270|0
2054806215|1
2379207887|0
2474785075|0
3074140780|0
3545105244|0
2859687831|0
2953316726|0
3548898476|0
2219458652|0
1415992724|0
2079757477|0
2182734266|0
2197430498|0
2336050795|0
3392219980|0
1580796099|0
2281954831|0
965384742|0
1148878521|0
1505148250|0
1625973637|0
2093144530|0
3388277258|0
3421424260|5
405052844|5
1335095412|0
2101862309|0
2834630598|0
2855283851|6
11219174|0
38110522|0
40533011|0
161028609|2
166282294|1
166287872|0
194882996|0
246342253|0
357532429|0
359942999|0
379750463|0
390238709|0
408250926|0
446571074|0
481191585|0
497715380|0
572147945|0
641181091|0
646203459|0
654546083|0
664934304|0
773775602|0
798802185|0
799618174|0
850870636|0
894567617|0
936409942|0
1031410771|0
1084467048|0
1095631556|0
1103459088|0
1115985467|0
1127530320|0
1144293647|0
1209734936|0
1240321315|0
1252693389|0
1271962998|0
1275651410|32
1291374545|0
1307593371|0
1320878835|0
1349531254|0
1362875159|0
1373216830|0
1377757148|0
1378526128|0
1429338722|0
1436274342|0
1457184795|0
1476950559|0
1516366352|0
1531955167|0
1546128245|0
1580412105|0
1677221913|0
1679138494|0
1693256674|0
1701440488|0
1710078087|0
1727886492|0
1748522864|0
1749727684|0
1750144847|0
1766169949|0
1815494297|0
1907644075|0
1913068909|0
1925871109|0
1929849556|0
1934039474|0
2055996518|0
2056301085|0
2076259510|4
2077618478|0
2080313105|0
2104106334|22
2148566807|0
2183814625|0
2194955292|0
2198366572|0
2213806941|0
2231575025|0
2233267199|0
2253034637|0
2270256482|0
2294697498|0
2319307648|0
2319893918|0
2339083500|0
2363589906|0
2374914090|0
2396473089|0
2410808300|0
2422568320|0
2436799476|0
2464403767|0
2469610950|0
2515756446|0
2581834280|0
2597323329|0
2598837719|0
2603548938|0
2675987886|0
2676194079|0
2689908045|0
2703954916|0
2710378476|0
2716869816|0
2731984617|0
2745231978|0
2781944995|0
2803478611|0
2824401076|0
2835177269|0
2835899854|0
2838884117|0
2854196310|0
2864321101|0
2868493157|0
2917994539|0
2947008146|0
2952726159|0
2974213513|0
2985767158|0
3032732310|0
3034336371|0
3037827704|0
3108940293|0
3135078612|0
3139595809|0
3165623587|0
3174864768|0
3176947935|0
3179330568|0
3194264768|0
3240939482|0
3257994020|0
3276533929|0
3278666316|0
3296226704|0
3306797959|0
3309514277|0
3314732425|0
3318601581|0
3322129521|0
3348477924|0
3351410359|0
3368887473|0
3369002766|0
3369167758|0
3391658470|0
3414997640|0
3447718318|0
3466846521|0
3483531047|0
3495376639|0
3535762644|0
3558019437|0
271066615|0
283743148|0
318340839|0
469677426|18
647929196|0
729840084|0
749045134|0
847758655|0
870025387|0
980402531|0
986632854|0
1035707730|0
1070594187|0
1127276751|0
1196941473|0
1228227514|0
1253446263|0
1254784306|0
1337656589|0
1339827305|0
1361378859|0
1390059029|0
1454021861|0
1480265228|0
1507692501|0
1633211716|0
1749329864|0
1749711515|0
1791663993|0
1848803219|0
1879457123|0
1967056564|0
2046254626|0
2063359116|0
2070332683|0
2089467296|1
2096739565|0
2096918036|0
2177482599|0
2180093926|0
2213916144|0
2277584212|0
2289647575|0
2338252817|0
2410474570|0
2457136037|0
2496522863|0
2544350917|0
2562937354|0
2632425848|0
2720385452|0
2734950761|0
2771558630|0
2774878858|0
2817438190|0
2846725030|0
2869628983|0
2918832895|0
2949488813|0
2976253722|0
3113816991|1
3134445624|0
3191838009|0
3192132224|0
3199945668|0
3227209073|5
3238257655|0
3241407128|0
3280162412|0
3383692305|0
3501864447|0
3506727010|0
3517842612|0
3519093508|0
3406594851|0
194448368|0
244474084|0
248840297|0
270623137|0
274364323|0
328064907|0
377498875|0
381887797|0
478785985|0
490218701|0
756167784|0
822384098|0
841631320|0
906624356|0
1002045493|0
1011288090|0
1036559459|0
1149686560|0
1247872260|0
1284854194|0
1295755545|0
1400714660|0
1405797447|0
1446590893|0
1492008136|0
1550283517|0
1571232557|0
1584007468|0
1585771979|0
1587690744|0
1587925294|0
1607970721|0
1656226978|0
1690985530|0
1802858269|0
1987149448|0
2033188351|0
2036046024|0
2045534855|0
2061904497|0
2110890137|0
2145609137|0
2215059645|0
2242628522|0
2270717238|0
2307412772|0
2322298960|0
2368013732|0
2464302550|0
2499484038|0
2569414591|0
2632526712|0
2653139525|0
2675434842|0
2694454209|0
2722472745|0
2785933863|0
2836929338|0
2854196312|0
2854196320|0
2929282210|0
2929819470|0
2976309995|0
3096916020|0
3180922516|0
3219330343|0
3325281310|0
3369339877|0
3402430631|0
3422460883|0
3430593955|0
3431486995|0
3442455064|0
3471588206|0
3481504663|0
3498876387|0
3583255968|0
3602719150|0
3623238388|0
21652728|0
269329011|0
341876165|0
740027314|0
813865350|0
823255593|0
1055572628|0
1143851604|0
1289938381|0
1303863364|0
1308173914|5
1436981048|0
1448251976|3
1489180108|0
1494786026|18
1592763307|0
1679636365|0
1690779418|1
1737173599|0
1918014203|0
2076294770|0
2119962711|0
2146904024|6
2248186038|4
2311262124|0
2380041990|0
2394743685|0
2405508930|0
2406015107|0
2430613407|0
2571159621|0
2609132360|0
2701009731|0
2741546997|0
2754067357|0
2811132925|0
2898123903|0
2936750086|0
2985859793|0
2991389638|0
3013878152|0
3045126546|0
3102806317|0
3146161099|0
3147950651|0
3161026955|0
3202813383|0
3213638939|0
3222400546|0
3224984676|0
3227709368|0
3239477258|0
3298588662|0
3307857440|0
3410444258|0
3447462470|0
3493797726|0
3512763360|0
295015307|0
332184217|0
364238545|0
378916264|0
390187927|0
411698592|0
435764678|0
507882143|0
571123503|0
578322021|0
591818924|0
596618301|0
610480663|0
646082766|0
736183641|0
754622856|0
834993239|0
896376087|0
1017445039|0
1032962970|0
1051495070|0
1115217720|0
1124576383|0
1172877883|0
1259876420|0
1262303705|0
1263905189|0
1265052805|0
1275809751|0
1325457550|0
1330248461|0
1364735144|0
1373494869|0
1395543680|0
1402113802|0
1424528345|0
1455516432|0
1482698625|0
1526860880|0
1528686701|0
1537569781|0
1579411741|0
1579848084|0
1594703250|0
